user_id,job_id,interaction_score,timestamp
26f02474,https://www.linkedin.com/jobs/view/registrar-and-academic-and-college-advisor-at-culver-academies-3783587717,1,2025-03-25 10:29:37
26f02474,https://www.linkedin.com/jobs/view/24-25-fellow-at-culver-academies-3805759750,1,2025-03-25 10:29:37
26f02474,https://www.linkedin.com/jobs/view/digital-marketing-manager-at-culver-academies-3794768282,1,2025-03-25 10:29:37
26f02474,https://www.linkedin.com/jobs/view/assistant-manger-culver-s-at-culver-s-restaurants-3664897516,1,2025-03-25 10:29:37
26f02474,https://www.linkedin.com/jobs/view/assistant-manger-culver-s-at-culver-s-restaurants-3664880358,1,2025-03-25 10:29:37
e2d96f90,https://www.linkedin.com/jobs/view/business-development-manager-trucking-commercialization-at-aurora-3797843949,1,2025-03-25 10:31:42
e2d96f90,https://www.linkedin.com/jobs/view/business-development-manager-trucking-commercialization-at-aurora-3670378362,1,2025-03-25 10:31:42
e2d96f90,https://www.linkedin.com/jobs/view/business-development-manager-trucking-commercialization-at-aurora-3670381223,1,2025-03-25 10:31:42
e2d96f90,https://www.linkedin.com/jobs/view/technical-program-manager-oem-programs-at-aurora-3754994257,1,2025-03-25 10:31:42
e2d96f90,https://www.linkedin.com/jobs/view/staff-systems-safety-engineer-at-aurora-3691005099,1,2025-03-25 10:31:42
e2d96f90,https://www.linkedin.com/jobs/view/senior-construction-project-engineer-in-los-angeles-ca-usa-at-energy-jobline-3790101515,1,2025-03-25 10:33:38
e2d96f90,https://www.linkedin.com/jobs/view/emergency-veterinarian-state-of-the-art-practice-in-los-angeles-ca-at-the-vet-recruiter-3801650321,1,2025-03-25 10:33:38
e2d96f90,https://www.linkedin.com/jobs/view/veterinarian-financially-supported-practice-in-los-angeles-at-the-vet-recruiter-3787828053,1,2025-03-25 10:33:38
e2d96f90,https://www.linkedin.com/jobs/view/architect-job-captain-in-los-angeles-ca-usa-at-energy-jobline-3792005083,1,2025-03-25 10:33:38
e2d96f90,https://www.linkedin.com/jobs/view/energetic-veterinarian-los-angeles-county-ca-%235568-at-the-vet-recruiter-3784005059,1,2025-03-25 10:33:38
0ca264fa,https://www.linkedin.com/jobs/view/oral-surgeon-job-in-chicago-il-at-blue-jay-dental-3797514991,1,2025-03-25 10:35:57
0ca264fa,https://www.linkedin.com/jobs/view/athletic-trainer-chicago-public-schools-chicagoland-at-ati-physical-therapy-3650283125,1,2025-03-25 10:35:57
0ca264fa,https://www.linkedin.com/jobs/view/part-time-merchandiser-chicago-il-river-north-magnificent-mile-at-american-greetings-3719522432,1,2025-03-25 10:35:57
0ca264fa,https://www.linkedin.com/jobs/view/dental-receptionist-admin-we-help-training-new-staff-at-american-dental-associates-ltd-3807299744,1,2025-03-25 10:35:57
0ca264fa,https://www.linkedin.com/jobs/view/chicago-il-general-gastroenterologist-needed-to-join-a-busy-private-practice-call-will-be-1-5-choice-employed-or-partnership-%24-very-high-ptnl%21-at-health-ecareers-3806292550,1,2025-03-25 10:35:57
0ca264fa,https://www.linkedin.com/jobs/view/nurse-practitioner-prn-positions-available-statewide-at-northeast-healthcare-recruitment-inc-3794768159,1,2025-03-25 10:36:56
0ca264fa,https://www.linkedin.com/jobs/view/us-operational-health-safety-security-environment-manager-in-new-york-ny-usa-at-energy-jobline-3791357923,1,2025-03-25 10:36:56
0ca264fa,https://www.linkedin.com/jobs/view/veterinarian-mentorship-training-and-autonomy-in-new-york-ny-at-the-vet-recruiter-3787274178,1,2025-03-25 10:36:56
0ca264fa,https://www.linkedin.com/jobs/view/rn-supervisor-at-diverse-lynx-3792555966,1,2025-03-25 10:36:56
0ca264fa,https://www.linkedin.com/jobs/view/nurse-practitioner-np-new-york-new-york-at-advantmed-3782572322,1,2025-03-25 10:36:56
c56ba4f0,https://www.linkedin.com/jobs/view/residential-energy-analyst-houston-tx-in-houston-tx-usa-at-energy-jobline-3789407945,1,2025-03-25 10:38:22
c56ba4f0,https://www.linkedin.com/jobs/view/siu-auto-investigator-greater-houston-tx-in-houston-tx-usa-at-energy-jobline-3792848115,1,2025-03-25 10:38:22
c56ba4f0,https://www.linkedin.com/jobs/view/veterinarian-full-service-small-animal-practice-houston-tx-at-the-vet-recruiter-3787268944,1,2025-03-25 10:38:22
